-1.00  0.032258064516 
-0.95  -59.667683044907 
-0.90  0.039525691700 
-0.85  5.131816581828 
-0.80  0.049504950495 
-0.75  -0.713602061167 
-0.70  0.063694267516 
-0.65  0.247481563889 
-0.60  0.084745762712 
-0.55  0.044642632880 
-0.50  0.117647058824 
-0.45  0.163921255049 
-0.40  0.172413793103 
-0.35  0.201990204658 
-0.30  0.270270270270 
-0.25  0.355513567043 
-0.20  0.454545454545 
-0.15  0.591631394543 
-0.10  0.769230769231 
-0.05  0.932542377738 
0.00  1.000000000000 
0.05  0.932542377738 
0.10  0.769230769231 
0.15  0.591631394543 
0.20  0.454545454545 
0.25  0.355513567043 
0.30  0.270270270270 
0.35  0.201990204658 
0.40  0.172413793103 
0.45  0.163921255049 
0.50  0.117647058824 
0.55  0.044642632880 
0.60  0.084745762712 
0.65  0.247481563889 
0.70  0.063694267516 
0.75  -0.713602061167 
0.80  0.049504950495 
0.85  5.131816581828 
0.90  0.039525691699 
0.95  -59.667683044909 
