-1.00  0.000000002061 
-0.95  -1.301579973375 
-0.90  0.000000092136 
-0.85  0.105050522184 
-0.80  0.000002760773 
-0.75  -0.014763196334 
-0.70  0.000055451599 
-0.65  0.003246672231 
-0.60  0.000746585808 
-0.55  0.001529167956 
-0.50  0.006737946999 
-0.45  0.017705551936 
-0.40  0.040762203978 
-0.35  0.086179010362 
-0.30  0.165298888222 
-0.25  0.286556305432 
-0.20  0.449328964117 
-0.15  0.637605145765 
-0.10  0.818730753078 
-0.05  0.951236068812 
0.00  1.000000000000 
0.05  0.951236068812 
0.10  0.818730753078 
0.15  0.637605145765 
0.20  0.449328964117 
0.25  0.286556305432 
0.30  0.165298888222 
0.35  0.086179010362 
0.40  0.040762203978 
0.45  0.017705551936 
0.50  0.006737946999 
0.55  0.001529167956 
0.60  0.000746585808 
0.65  0.003246672231 
0.70  0.000055451599 
0.75  -0.014763196334 
0.80  0.000002760773 
0.85  0.105050522184 
0.90  0.000000092136 
0.95  -1.301579973375 
