"miasto";"ulica";"pokoi";"powierzchnia";"pietro";"cena";"cenam2";"dzielnica";"data"
"Krakow";"chmieleniec";2;47;"";310000;6596;"Podgorze";2011-08-25
"Krakow";"plac dominikanski";1;160;"1";3740000;23375;"Stare Miasto";2011-08-25
"Krakow";"";2;52;"4";420000;8077;"Debniki";2011-08-24
"Krakow";"mala gora";3;69.64;"3";275000;3949;"Podgorze";2011-08-24
"Krakow";"wybickiego";2;40;"5";259000;6475;"Krowodrza";2011-08-24
"Krakow";"rusznikarska";2;40;"2";275000;6875;"Krowodrza";2011-08-24
"Krakow";"na blonie";1;25;"4";220000;8800;"Bronowice";2011-08-24
"Krakow";"klonowica";1;20;"1";129900;6495;"Podgorze Duchackie";2011-08-24
"Krakow";"lea";1;26.88;"2";255360;9500;"Krowodrza";2011-08-24
"Krakow";"spoldzielcow";2;37;"9";215000;5811;"Biezanow-Prokocim";2011-08-24
"Krakow";"widok";3;46;"1";260000;5653;"Grzegorzki";2011-08-24
"Krakow";"golaska";3;52;"parter";259000;4981;"Podgorze";2011-08-24
"Krakow";"kapelanka";2;51.73;"2";395000;7636;"Debniki";2011-08-24
"Krakow";"starowislna";1;18;"1";190000;10556;"Grzegorzki";2011-08-24
"Krakow";"osiedle albertynskie";2;41.6;"";270000;6491;"Nowa Huta";2011-08-24
"Krakow";"halszki";1;25;"3";195000;7800;"Podgorze Duchackie";2011-08-24
"Krakow";"zachodnia";3;64.7;"2";435000;6724;"Podgorze";2011-08-24
"Krakow";"";2;47;"1";395000;8405;"Stare Miasto";2011-08-24
"Krakow";"";2;37;"9";225000;6082;"Podgorze";2011-08-23
"Krakow";"krowoderska";2;50;"parter";360000;7200;"Stare Miasto";2011-08-23
"Krakow";"grzegorzecka";2;42;"parter";360000;8572;"Grzegorzki";2011-08-23
"Krakow";"spoldzielcow";2;37;"10";205000;5541;"Podgorze";2011-08-23
"Krakow";"azory";2;37;"8";245000;6622;"Pradnik Bialy";2011-08-23
"Krakow";"";2;47.3;"1";395500;8362;"Stare Miasto";2011-08-23
"Krakow";"urocze";2;51;"7";259000;5079;"Nowa Huta";2011-08-23
"Krakow";"krakow";3;61.53;"4";425000;6908;"Pradnik Czerwony";2011-08-23
"Krakow";"trebacza";1;20.88;"";190000;9100;"Pradnik Czerwony";2011-08-23
"Krakow";"senatorska";2;58.5;"1";515000;8804;"Zwierzyniec";2011-08-23
"Krakow";"zygmunta augusta";3;59.6;"1";453000;7601;"Stare Miasto";2011-08-23
"Krakow";"jana pawla ii";1;36.2;"1";349000;9641;"Pradnik Czerwony";2011-08-23
"Krakow";"sadowa";2;50.3;"3";385000;7655;"Grzegorzki";2011-08-23
"Krakow";"jerzmanowskiego";3;49;"7";276000;5633;"Biezanow-Prokocim";2011-08-22
"Krakow";"sportowe";3;60;"parter";310000;5167;"Nowa Huta";2011-08-22
"Krakow";"";3;51;"";320000;6275;"Krowodrza";2011-08-22
"Krakow";"zlotego wieku";3;48;"4";275000;5730;"Mistrzejowice";2011-08-22
"Krakow";"oswiecenia";2;54;"2";330000;6112;"Nowa Huta";2011-08-22
"Krakow";"nuszkiewicza";1;30;"1";215000;7167;"Pradnik Czerwony";2011-08-22
"Krakow";"tysiaclecia";3;58;"parter";299000;5156;"Mistrzejowice";2011-08-22
"Krakow";"centrum a";1;31;"parter";175000;5646;"Nowa Huta";2011-08-22
"Krakow";"";3;75;"";490000;6534;"Podgorze";2011-08-22
"Krakow";"";3;53.28;"1";346320;6500;"Pradnik Bialy";2011-08-22
"Krakow";"jablonkowska";3;56.15;"9";370000;6590;"Bronowice";2011-08-21
"Krakow";"do   wilgi";4;93;"3";8e+05;8603;"Lagiewniki";2011-08-21
"Krakow";"kurczaba";2;31;"9";179000;5775;"Biezanow-Prokocim";2011-08-20
"Krakow";"litewska";1;20;"2";180000;9000;"Krowodrza";2011-08-20
"Krakow";"wielicka";3;51;"";292700;5740;"Biezanow-Prokocim";2011-08-20
"Krakow";"kuznicy kollatajowskiej";2;42;"2";281459;6702;"Pradnik Bialy";2011-08-20
"Krakow";"kuznicy kollatajowskiej";1;26;"";183028;7040;"Pradnik Bialy";2011-08-20
"Krakow";"piltza";2;52;"parter";364900;7018;"Podgorze";2011-08-19
"Krakow";"mozarta";3;60;"1";540000;9000;"Pradnik Bialy";2011-08-19
"Krakow";"tysiaclecia";2;29;"7";185000;6380;"Mistrzejowice";2011-08-19
"Krakow";"rozrywka";2;56;"2";315000;5625;"Pradnik Czerwony";2011-08-19
"Krakow";"miechowity";2;52.69;"2";348800;6620;"Pradnik Czerwony";2011-08-19
"Krakow";"radziwillowska";3;136.5;"3";1100000;8059;"Stare Miasto";2011-08-19
"Krakow";"felicjanek";3;80;"3";1032000;12900;"Stare Miasto";2011-08-19
"Krakow";"wenecja";2;42;"5";365000;8691;"Stare Miasto";2011-08-19
"Krakow";"";1;20;"3";166000;8300;"Krowodrza";2011-08-18
"Krakow";"kolorowe";2;38;"2";260000;6843;"Nowa Huta";2011-08-18
"Krakow";"ugorek";1;29;"8";2e+05;6897;"Pradnik Czerwony";2011-08-18
"Krakow";"slomiana";1;29;"2";260000;8966;"Debniki";2011-08-18
"Krakow";"plac przystanek";2;50;"3";282000;5640;"Podgorze";2011-08-18
"Krakow";"sadowa";2;46.7;"3";290000;6210;"Grzegorzki";2011-08-18
"Krakow";"kotlarska";8;236;"3";1200000;5085;"Grzegorzki";2011-08-18
"Krakow";"radzikowskiego";2;51.8;"2";380000;7336;"Krowodrza";2011-08-18
"Krakow";"wlotowa";2;43.88;"2";280000;6382;"Biezanow-Prokocim";2011-08-18
"Krakow";"gurgacza";1;18.5;"1";159000;8595;"Grzegorzki";2011-08-17
"Krakow";"";2;50.32;"3";385000;7652;"Grzegorzki";2011-08-17
"Krakow";"";2;38;"3";280000;7369;"Debniki";2011-08-17
"Krakow";"";2;62.63;"1";594985;9500;"Zwierzyniec";2011-08-17
"Krakow";"przemyslowa";2;66;"2";462000;7000;"Podgorze";2011-08-17
"Krakow";"";2;42;"";355000;8453;"Zwierzyniec";2011-08-17
"Krakow";"";1;24;"";195000;8125;"Zwierzyniec";2011-08-17
"Krakow";"";2;74;"";585000;7906;"Zwierzyniec";2011-08-17
"Krakow";"";3;96;"";749000;7803;"Zwierzyniec";2011-08-17
"Krakow";"";4;90;"";650000;7223;"Zwierzyniec";2011-08-17
"Krakow";"";1;37;"";299000;8082;"Zwierzyniec";2011-08-17
"Krakow";"";1;26;"2";260000;10000;"Zwierzyniec";2011-08-17
"Krakow";"";4;93.5;"1";790000;8450;"Pradnik Bialy";2011-08-17
"Krakow";"";1;32.65;"3";208000;6371;"Pradnik Czerwony";2011-08-17
"Krakow";"";1;31;"5";250000;8065;"Pradnik Bialy";2011-08-17
"Krakow";"halszki";1;36.31;"1";279551;7700;"Podgorze";2011-08-16
"Krakow";"klonowica";2;46.84;"1";257620;5500;"Podgorze";2011-08-16
"Krakow";"prusa";3;104;"parter";1180000;11347;"Zwierzyniec";2011-08-16
"Krakow";"lokietka";4;96;"1";810000;8438;"Pradnik Bialy";2011-08-16
"Krakow";"radzikowskiego";2;41;"2";267450;6524;"Krowodrza";2011-08-16
"Krakow";"radzikowskiego";2;53.33;"4";390000;7313;"Krowodrza";2011-08-16
"Krakow";"na stoku";2;34.5;"";240000;6957;"Nowa Huta";2011-08-16
"Krakow";"aleksandry";3;63;"8";338000;5366;"Biezanow-Prokocim";2011-08-16
"Krakow";"emaus";1;31;"1";263500;8500;"Zwierzyniec";2011-08-16
"Krakow";"focha rej";2;61;"3";620000;10164;"Zwierzyniec";2011-08-16
"Krakow";"frycza";2;49;"6";370000;7552;"Pradnik Bialy";2011-08-16
"Krakow";"wyslouchow";1;27;"4";175000;6482;"Podgorze Duchackie";2011-08-16
"Krakow";"luzycka";1;35;"1";228000;6515;"Podgorze";2011-08-15
"Krakow";"";4;87.3;"2";515000;5900;"Pradnik Czerwony";2011-08-15
"Krakow";"kolowa";3;65.9;"7";8e+05;12140;"Bronowice";2011-08-13
"Krakow";"sadowa";2;50.32;"3";385000;7652;"Grzegorzki";2011-08-13
"Krakow";"";2;44.1;"4";320000;7257;"Pradnik Czerwony";2011-08-12
"Krakow";"";3;64;"";360000;5625;"Podgorze";2011-08-12
"Krakow";"";1;35;"parter";190000;5429;"Podgorze";2011-08-12
"Krakow";"osiedle centrum a";3;52;"2";310000;5962;"Nowa Huta";2011-08-12
"Krakow";"solskiego";4;70;"parter";450000;6429;"Krowodrza";2011-08-12
"Krakow";"sempolowskiej";1;20;"";135000;6750;"Podgorze Duchackie";2011-08-12
"Krakow";"sempolowskiej";1;22;"";115000;5228;"Podgorze Duchackie";2011-08-12
"Krakow";"kwartowa";3;53;"6";315000;5944;"Pradnik Czerwony";2011-08-12
"Krakow";"osiedle ";2;52;"2";356000;6847;"Czyzyny";2011-08-12
"Krakow";"";1;18;"8";139000;7723;"Podgorze";2011-08-12
"Krakow";"sportowe";3;60;"parter";310000;5167;"Nowa Huta";2011-08-12
"Krakow";"slomczynskiego";2;46.5;"parter";265000;5699;"Pradnik Bialy";2011-08-11
"Krakow";"kazimierzowskie";3;55;"parter";250000;4546;"Mistrzejowice";2011-08-11
"Krakow";"spoldzielcow";2;37;"2";2e+05;5406;"Podgorze";2011-08-11
"Krakow";"klonowica";3;73.5;"5";404250;5500;"Podgorze";2011-08-11
"Krakow";"podleska";2;37;"4";288000;7784;"Biezanow-Prokocim";2011-08-11
"Krakow";"mala gora";3;63;"8";299000;4747;"Podgorze";2011-08-11
"Krakow";"osiedle na lotnisku";2;36.15;"3";229000;6335;"Bienczyce";2011-08-11
"Krakow";"biezanowska";2;31.22;"2";209000;6695;"Biezanow-Prokocim";2011-08-11
"Krakow";"kluzeka";3;46.5;"8";321000;6904;"Pradnik Bialy";2011-08-11
"Krakow";"kalwaryjska";2;32;"1";230000;7188;"Podgorze";2011-08-11
"Krakow";"chmieleniec";3;75.2;"2";490000;6516;"Podgorze";2011-08-11
"Krakow";"";3;79.7;"1";469000;5885;"Podgorze";2011-08-11
"Krakow";"ugorek";1;28;"9";180000;6429;"Pradnik Czerwony";2011-08-10
"Krakow";"bialoruska";2;46;"8";270000;5870;"Podgorze";2011-08-10
"Krakow";"osiedle szkolne";3;61;"2";310000;5082;"Nowa Huta";2011-08-10
"Krakow";"borkowska";2;46.5;"3";350000;7527;"Debniki";2011-08-10
"Krakow";"straszewskiego";1;33.14;"1";330000;9958;"Stare Miasto";2011-08-10
"Krakow";"lilli wenedy";3;54;"10";324000;6000;"Biezanow-Prokocim";2011-08-10
"Krakow";"";2;34.52;"8";270000;7822;"Pradnik Bialy";2011-08-10
"Krakow";"";4;87;"2";398000;4575;"Pradnik Czerwony";2011-08-10
"Krakow";"blich";2;39.4;"4";334000;8478;"Grzegorzki";2011-08-10
"Krakow";"blich";1;21.2;"4";199000;9387;"Grzegorzki";2011-08-10
"Krakow";"blich";3;64.2;"4";449000;6994;"Grzegorzki";2011-08-10
"Krakow";"blich";4;95.3;"4";719000;7545;"Grzegorzki";2011-08-10
"Krakow";"blich";4;84.8;"4";636000;7500;"Grzegorzki";2011-08-10
"Krakow";"blich";2;43;"4";349000;8117;"Grzegorzki";2011-08-10
"Krakow";"";2;37.1;"8";246000;6631;"Krowodrza";2011-08-09
"Krakow";"spoldzielcow";2;37;"10";2e+05;5406;"Podgorze";2011-08-09
"Krakow";"palacha";3;56;"3";380000;6786;"Pradnik Bialy";2011-08-09
"Krakow";"bratyslawska";2;34.1;"11";320000;9385;"Pradnik Bialy";2011-08-09
"Krakow";"zdrowa";1;30.5;"parter";210000;6886;"Pradnik Bialy";2011-08-09
"Krakow";"na lotnisku";2;36;"parter";230000;6389;"Nowa Huta";2011-08-09
"Krakow";"zyblikiewicza";1;25;"4";237000;9480;"Stare Miasto";2011-08-09
"Krakow";"dluga";4;157;"3";1100000;7007;"Stare Miasto";2011-08-09
"Krakow";"mlynska";3;44.4;"3";299000;6735;"Grzegorzki";2011-08-09
"Krakow";"centrum c";2;54;"5";315000;5834;"Nowa Huta";2011-08-09
"Krakow";"narzymskiego";3;55.95;"parter";357000;6381;"Grzegorzki";2011-08-09
"Krakow";"smocza";2;62;"parter";650000;10484;"Stare Miasto";2011-08-09
"Krakow";"wyslouchow";1;33.4;"9";210000;6288;"Podgorze Duchackie";2011-08-09
"Krakow";"";4;150;"3";6e+05;4000;"Podgorze";2011-08-09
"Krakow";"bartla";2;48.2;"3";320000;6640;"Podgorze";2011-08-09
"Krakow";"fiolkowa";3;86;"2";670000;7791;"Pradnik Czerwony";2011-08-09
"Krakow";"reja";3;72.73;"";479000;6587;"Pradnik Bialy";2011-08-09
"Krakow";"osiedle centrum a";2;50;"4";359000;7180;"Nowa Huta";2011-08-09
"Krakow";"urocze";1;36.2;"1";205000;5663;"Nowa Huta";2011-08-09
"Krakow";"zakopianska";1;32;"4";215000;6719;"Lagiewniki";2011-08-08
"Krakow";"bronowicka";3;46;"";299000;6500;"Krowodrza";2011-08-08
"Krakow";"osiedle centrum a";3;50.5;"1";302000;5981;"Nowa Huta";2011-08-06
"Krakow";"pedzichow";3;73.22;"3";635000;8673;"Stare Miasto";2011-08-06
"Krakow";"osiedle centrum a";1;39.31;"4";230000;5851;"Nowa Huta";2011-08-06
"Krakow";"daliowa";2;49.2;"2";370000;7521;"Podgorze Duchackie";2011-08-06
"Krakow";"podleska";3;65;"4";360000;5539;"Biezanow-Prokocim";2011-08-06
"Krakow";"debowa";1;24.11;"";189000;7840;"Debniki";2011-08-06
"Krakow";"zielone";3;67;"";330000;4926;"Nowa Huta";2011-08-06
"Krakow";"slomczynskiego";2;46.5;"";270000;5807;"Pradnik Bialy";2011-08-06
"Krakow";"prusa";1;70;"5";8e+05;11429;"Zwierzyniec";2011-08-06
"Krakow";"luzycka";3;67.5;"5";339000;5023;"Podgorze Duchackie";2011-08-06
"Krakow";"ii pulku lotniczego";3;58.5;"4";350000;5983;"Czyzyny";2011-08-06
"Krakow";"dworska";5;137.24;"1";1262000;9196;"Debniki";2011-08-06
"Krakow";"szkolne";3;60.5;"2";310000;5124;"Nowa Huta";2011-08-05
"Krakow";"";2;44;"4";320000;7273;"Pradnik Czerwony";2011-08-05
"Krakow";"dworcowa";3;48;"parter";290000;6042;"Podgorze";2011-08-05
"Krakow";"majora nuszkiewicza";2;44;"4";320000;7273;"Pradnik Czerwony";2011-08-05
"Krakow";"milkowskiego";3;67;"4";439000;6553;"Debniki";2011-08-05
"Krakow";"dworska";2;68.93;"3";620000;8995;"Debniki";2011-08-05
"Krakow";"obozowa";4;72;"";563500;7827;"Podgorze";2011-08-05
"Krakow";"luzycka";3;55.7;"4";329000;5907;"Podgorze Duchackie";2011-08-05
"Krakow";"nowosadecka";2;34.6;"1";210000;6070;"Biezanow-Prokocim";2011-08-05
"Krakow";"idzikowskiego";4;97.9;"3";690000;7049;"Pradnik Czerwony";2011-08-05
"Krakow";"frycza modrzewskiego";3;60.33;"5";492000;8156;"Pradnik Bialy";2011-08-05
"Krakow";"dluga";2;40;"4";385000;9625;"Stare Miasto";2011-08-05
"Krakow";"osiedle ";3;74.34;"8";390000;5247;"Czyzyny";2011-08-05
"Krakow";"kuznicy kollatajowskiej";3;66.6;"5";440000;6607;"Pradnik Bialy";2011-08-05
"Krakow";"mlynska";4;71;"3";435000;6127;"Pradnik Czerwony";2011-08-05
"Krakow";"aleja pokoju";1;26.4;"";195000;7387;"Grzegorzki";2011-08-05
"Krakow";"planty";2;47.22;"2";419000;8874;"Stare Miasto";2011-08-05
"Krakow";"bialopradnicka";2;56.1;"2";366000;6525;"Pradnik Bialy";2011-08-04
"Krakow";"pachonskiego";3;45.5;"8";315000;6924;"Pradnik Bialy";2011-08-04
"Krakow";"za sklonem";4;98.31;"1";850000;8647;"Zwierzyniec";2011-08-04
"Krakow";"mlynska boczna";2;37;"4";259000;7000;"Pradnik Czerwony";2011-08-04
"Krakow";"spoldzielcow";2;37;"1";220000;5946;"Biezanow-Prokocim";2011-08-04
"Krakow";"sliczna";1;28;"10";195000;6965;"Pradnik Czerwony";2011-08-04
"Krakow";"orla bialego";2;77.6;"";383000;4936;"Mistrzejowice";2011-08-04
"Krakow";"jaremy";1;25.25;"3";180000;7129;"Pradnik Bialy";2011-08-04
"Krakow";"centrum b";2;49;"2";299000;6103;"Nowa Huta";2011-08-04
"Krakow";"starowislna";3;63;"4";472500;7500;"Stare Miasto";2011-08-04
"Krakow";"bajeczna";3;68.2;"1";490000;7185;"Grzegorzki";2011-08-04
"Krakow";"sliczna";1;28;"10";195000;6965;"Pradnik Czerwony";2011-08-04
"Krakow";"lukasinskiego";2;30.28;"1";250000;8257;"Lagiewniki";2011-08-04
"Krakow";"krowoderska";3;72.38;"parter";543000;7503;"Grzegorzki";2011-08-03
"Krakow";"szlak";2;52;"1";475000;9135;"Stare Miasto";2011-08-03
"Krakow";"ksiedza meiera";1;36.4;"1";218000;5990;"Pradnik Czerwony";2011-08-03
"Krakow";"planty";1;44;"2";398833;9065;"Stare Miasto";2011-08-03
"Krakow";"planty";1;107;"3";544677;5091;"Stare Miasto";2011-08-03
"Krakow";"planty";2;47.48;"2";426110;8975;"Stare Miasto";2011-08-03
"Krakow";"podleska";3;71.13;"1";533000;7494;"Biezanow-Prokocim";2011-08-03
"Krakow";"facimiech";1;18;"8";150000;8334;"Biezanow-Prokocim";2011-08-03
"Krakow";"daliowa";1;28;"";190000;6786;"Podgorze Duchackie";2011-08-03
"Krakow";"okolice stolarskiej";1;300;"5";1845000;6150;"Stare Miasto";2011-08-03
"Krakow";"osiedle zielone";2;47;"1";255000;5426;"Nowa Huta";2011-08-03
"Krakow";"centralna";2;42;"3";255000;6072;"Czyzyny";2011-08-03
"Krakow";"heleny";2;50;"parter";258000;5160;"Biezanow-Prokocim";2011-08-02
"Krakow";"";2;47.89;"parter";3e+05;6265;"Krowodrza";2011-08-02
"Krakow";"dluga";2;60.83;"4";385000;6330;"Stare Miasto";2011-08-02
"Krakow";"fertnera";2;48.4;"1";361000;7459;"Pradnik Czerwony";2011-08-02
"Krakow";"lubomirskiego";3;117.29;"1";680000;5798;"Stare Miasto";2011-08-02
"Krakow";"odrzanska";2;38;"3";246000;6474;"Lagiewniki";2011-08-02
"Krakow";"l";1;24.27;"4";189000;7788;"Pradnik Czerwony";2011-08-02
"Krakow";"kotlarska";2;62;"3";460000;7420;"Grzegorzki";2011-08-02
"Krakow";"centrum a";4;50;"1";320000;6400;"Nowa Huta";2011-08-02
"Krakow";"bohaterow wrzesnia";3;68.13;"";360000;5285;"Mistrzejowice";2011-08-02
"Krakow";"osiedle oswiecenia";3;64.85;"3";340000;5243;"Nowa Huta";2011-08-02
"Krakow";"";3;69;"3";590000;8551;"Krowodrza";2011-08-02
"Krakow";"centrum b";2;49;"2";280000;5715;"Nowa Huta";2011-08-02
"Krakow";"polkole";3;47.5;"10";319000;6716;"Grzegorzki";2011-08-02
"Krakow";"";2;60.83;"3";385000;6330;"Stare Miasto";2011-08-02
"Krakow";"norymberska";4;82.27;"3";490000;5956;"Podgorze";2011-08-01
"Krakow";"krasinskiego";3;100;"3";880000;8800;"Stare Miasto";2011-07-31
"Krakow";"bohaterow wrzesnia";2;39;"parter";259000;6642;"Mistrzejowice";2011-07-31
"Krakow";"wroclawska";3;80;"2";650000;8125;"Krowodrza";2011-07-30
"Krakow";"osiedle zlotego wieku";2;28.8;"";249000;8646;"Mistrzejowice";2011-07-30
"Krakow";"heleny";1;35;"";190000;5429;"Biezanow-Prokocim";2011-07-30
"Krakow";"piastow";2;45;"7";342000;7600;"Nowa Huta";2011-07-30
"Krakow";"mistrzejowice nowe";3;56;"parter";269000;4804;"Nowa Huta";2011-07-30
"Krakow";"";2;50;"2";350000;7000;"Nowa Huta";2011-07-29
"Krakow";"ksiedza turka";4;104.81;"3";579000;5525;"Podgorze";2011-07-29
"Krakow";"osiedle stalowe";3;69.65;"3";330000;4738;"Nowa Huta";2011-07-29
"Krakow";"bohaterow wrzesnia";3;68;"2";450000;6618;"Mistrzejowice";2011-07-29
"Krakow";"osiedle strusia";2;38;"7";234000;6158;"Bienczyce";2011-07-29
"Krakow";"heleny";2;49.72;"3";249000;5009;"Biezanow-Prokocim";2011-07-29
"Krakow";"pilotow";4;98;"2";620000;6327;"Pradnik Czerwony";2011-07-29
"Krakow";"pawla wlodkowica";2;30.5;"5";270000;8853;"Pradnik Czerwony";2011-07-29
"Krakow";"dobrego pasterza";4;65.54;"3";339000;5173;"Pradnik Czerwony";2011-07-29
"Krakow";"osiedle sportowe";3;67.21;"1";350000;5208;"Nowa Huta";2011-07-29
"Krakow";"limanowskiego";2;29;"";231075;7969;"Podgorze";2011-07-29
"Krakow";"lea";3;70;"4";539000;7700;"Krowodrza";2011-07-29
"Krakow";"";2;54;"2";305000;5649;"Nowa Huta";2011-07-28
"Krakow";"centrum b";2;33.2;"2";195000;5874;"Nowa Huta";2011-07-28
"Krakow";"osiedle tysiaclecia";2;29;"7";181000;6242;"Nowa Huta";2011-07-28
"Krakow";"ugorek";3;48;"9";325000;6771;"Pradnik Czerwony";2011-07-27
"Krakow";"kolorowe";1;38;"8";215000;5658;"Czyzyny";2011-07-27
"Krakow";"mysliwska";3;66;"4";375000;5682;"Podgorze";2011-07-27
"Krakow";"";2;45;"2";315097;7003;"Podgorze";2011-07-26
"Krakow";"aleksandra lubomirskiego";3;117;"1";680000;5812;"Grzegorzki";2011-07-26
"Krakow";"polkole";3;47.5;"10";325000;6843;"Grzegorzki";2011-07-26
"Krakow";"kozietulskiego";4;63;"parter";325000;5159;"Podgorze";2011-07-26
"Krakow";"";6;177;"1";1199000;6775;"Krowodrza";2011-07-26
"Krakow";"slomczynskiego";1;31.2;"parter";240000;7693;"Pradnik Bialy";2011-07-26
"Krakow";"moniuszki";1;54;"2";410000;7593;"Grzegorzki";2011-07-26
"Krakow";"osiedle kombatantow";2;48.82;"3";279000;5715;"Mistrzejowice";2011-07-26
"Krakow";"sportowe";3;67.2;"1";350000;5209;"Nowa Huta";2011-07-26
"Krakow";"na polach";3;64;"1";460000;7188;"Krowodrza";2011-07-23
"Krakow";"biezanowska";1;24;"1";150000;6250;"Biezanow-Prokocim";2011-07-23
"Krakow";"wroclawska";3;80;"3";590000;7375;"Krowodrza";2011-07-23
"Krakow";"cegialniana";4;79.5;"1";499000;6277;"Lagiewniki";2011-07-23
"Krakow";"pokoju";2;38;"parter";250000;6579;"Nowa Huta";2011-07-23
"Krakow";"oswiecenia";3;64.5;"3";340000;5272;"Nowa Huta";2011-07-23
"Krakow";"zaulek";1;32;"parter";199000;6219;"Podgorze";2011-07-22
"Krakow";"plac na groblach";4;107;"1";1250000;11683;"Stare Miasto";2011-07-22
"Krakow";"";4;106;"2";799999;7548;"Krowodrza";2011-07-22
"Krakow";"";4;96;"3";699999;7292;"Stare Miasto";2011-07-22
"Krakow";"piastowska";2;34;"11";275000;8089;"Krowodrza";2011-07-22
"Krakow";"sw";3;47.36;"";374144;7900;"Podgorze";2011-07-22
"Krakow";"osiedle oswiecenia";3;64.6;"3";340000;5264;"Mistrzejowice";2011-07-22
"Krakow";"sw";2;39.43;"";311497;7900;"Podgorze";2011-07-22
"Krakow";"lwowska";2;41.61;"1";335197;8056;"Podgorze";2011-07-22
"Krakow";"lwowska";2;42.25;"2";333775;7900;"Podgorze";2011-07-22
"Krakow";"";3;58.5;"parter";435000;7436;"Zwierzyniec";2011-07-22
"Krakow";"";2;58.5;"1";515000;8804;"Zwierzyniec";2011-07-22
"Krakow";"zielone";2;42;"2";249000;5929;"Nowa Huta";2011-07-21
"Krakow";"dywizjonu ";4;73;"8";419000;5740;"Nowa Huta";2011-07-21
"Krakow";"opolska";3;52;"7";349000;6712;"Krowodrza";2011-07-21
"Krakow";"rusznikarska";1;30;"6";199000;6634;"Krowodrza";2011-07-21
"Krakow";"slomczynskiego";2;47;"parter";259000;5511;"Pradnik Bialy";2011-07-21
"Krakow";"kijowska";3;56;"4";410000;7322;"Krowodrza";2011-07-21
"Krakow";"fertnera";1;19;"parter";150000;7895;"Grzegorzki";2011-07-20
"Krakow";"";1;21;"parter";172000;8191;"Nowa Huta";2011-07-20
"Krakow";"";1;35.15;"3";230000;6544;"Nowa Huta";2011-07-20
"Krakow";"gramatyka";2;43.3;"parter";299000;6906;"Krowodrza";2011-07-20
"Krakow";"mieczykowa";3;78;"2";750000;9616;"Podgorze";2011-07-20
"Krakow";"ksiecia jozefa ";3;64.5;"1";490000;7597;"Krowodrza";2011-07-19
"Krakow";"bajeczna";2;38;"1";230000;6053;"Grzegorzki";2011-07-19
"Krakow";"osiedle szkolne";2;54;"2";310000;5741;"Nowa Huta";2011-07-19
"Krakow";"plaszowska";2;47.89;"parter";316074;6600;"Podgorze";2011-07-19
"Krakow";"nad sudolem";3;46.95;"2";325000;6923;"Pradnik Bialy";2011-07-19
"Krakow";"";2;40.94;"parter";212888;5200;"Pradnik Bialy";2011-07-19
"Krakow";"";1;40;"1";310000;7750;"Stare Miasto";2011-07-18
"Krakow";"widok";3;46;"1";260000;5653;"Grzegorzki";2011-07-18
"Krakow";"szuwarowa";2;48.85;"parter";330000;6756;"Podgorze";2011-07-17
"Krakow";"";3;75.01;"parter";459000;6120;"Podgorze Duchackie";2011-07-17
"Krakow";"";1;29.64;"parter";199000;6714;"Podgorze Duchackie";2011-07-16
"Krakow";"generala okulickiego";2;51;"2";345000;6765;"Nowa Huta";2011-07-15
"Krakow";"osiedle wysokie";3;60;"parter";360000;6000;"Nowa Huta";2011-07-15
"Krakow";"fatimska";2;50.46;"parter";270000;5351;"Nowa Huta";2011-07-15
"Krakow";"osiedle zgody";1;37.6;"3";210000;5586;"Nowa Huta";2011-07-15
"Krakow";"osiedle teatralne";2;48;"3";285000;5938;"Nowa Huta";2011-07-15
"Krakow";"krowoderskich zuchow";3;52.4;"2";399000;7615;"Krowodrza";2011-07-15
"Krakow";"brodowicza";2;37;"3";305000;8244;"Pradnik Czerwony";2011-07-14
"Krakow";"pigonia";3;59.5;"4";375000;6303;"Pradnik Bialy";2011-07-14
"Krakow";"korepty";2;57.3;"parter";206000;3596;"Biezanow-Prokocim";2011-07-14
"Krakow";"dunin wasowicza";2;47.5;"3";430000;9053;"Stare Miasto";2011-07-14
"Krakow";"fatimska";2;50.5;"parter";279000;5525;"Nowa Huta";2011-07-14
"Krakow";"luzycka";3;56;"4";319000;5697;"Podgorze Duchackie";2011-07-13
"Krakow";"krolowej jadwigi";3;62;"1";515000;8307;"Zwierzyniec";2011-07-13
"Krakow";"kuznicy kollatajowskiej";3;73;"5";499000;6836;"Krowodrza";2011-07-13
"Krakow";"masarska";2;49.5;"1";568500;11485;"Grzegorzki";2011-07-13
"Krakow";"osiedle spoldzielcze";2;50.09;"4";325000;6489;"Nowa Huta";2011-07-13
"Krakow";"tuchowska";3;67;"3";350000;5224;"Podgorze Duchackie";2011-07-13
"Krakow";"slowackiego";1;18.34;"parter";201740;11000;"Krowodrza";2011-07-13
"Krakow";"kordiana";1;33.96;"parter";260000;7657;"Podgorze";2011-07-12
"Krakow";"zakopianska";1;34;"9";249500;7339;"inne";2011-07-12
"Krakow";"";1;25.4;"3";170000;6693;"Podgorze";2011-07-12
"Krakow";"";2;60;"1";460000;7667;"Stare Miasto";2011-07-12
"Krakow";"bohaterow wrzesnia";2;38.33;"parter";270000;7045;"Nowa Huta";2011-07-12
"Krakow";"ksiedza siemaszki";2;37.3;"2";255000;6837;"Krowodrza";2011-07-12
"Krakow";"bialopradnicka";3;59.8;"4";438000;7325;"Pradnik Bialy";2011-07-12
"Krakow";"centrum b";3;58.64;"5";359000;6123;"Nowa Huta";2011-07-12
