7.681881, 10.871626, -9.838103
9.522369, -9.280745, -2.9295444
9.137968, -9.342376, -2.6894054
4.069889, 5.2386036, -4.647809
-1.0756702, 19.135794, 5.1040516
7.991188, -7.994499, -0.23389816
14.118437, -15.377922, 1.5306702
20.280394, -17.099792, -4.5939846
13.069742, -10.913644, -9.92578
0.34570312, -2.393259, 9.344135
-7.3215923, -6.7905684, -4.2902374
-5.887044, -9.631086, 11.780998
2.6165123, 4.75284, -6.2382936
7.5166836, -7.310276, -1.8533325
-9.476807, -6.4158525, -12.850354
0.7219391, -19.147558, -5.235265
-2.015009, -3.8370323, 7.2438545
9.658747, -0.14485931, 0.015964508
-7.7143908, -6.6329174, -4.3781404
2.493721, -19.545668, -5.206415
2.6081123, 2.360733, 0.42650223
14.329134, -12.420769, -9.186718
3.0170631, 7.3198433, -15.986057
-18.207071, 17.118067, 6.1218987
8.399578, -4.723654, -13.396127
13.964239, 19.309877, 5.203224
-6.125415, 9.851057, 2.3967953
7.440157, 3.67276, 14.264505
6.7289124, 9.661701, -11.537036
-2.6741486, -2.6534443, -0.47825813
2.9821568, -4.6125307, 5.7318707
10.047911, 7.549284, 11.913469
-4.5202446, -4.3025045, -1.291975
6.6917114, -9.6306505, 11.384188
9.0193405, 8.817537, 3.1382637
18.435442, 18.159399, 3.468275
-10.121904, 8.869173, 2.6720104
-19.835344, -8.411513, -2.3673038
-18.6289, -17.570154, -6.2170954
20.253195, 15.04286, 3.9254131
-1.444376, 6.235937, -17.54314
8.847303, -8.220571, -2.2324562
5.43787, 3.7895927, 5.757883
4.0871315, -2.1399326, -6.6182804
14.987917, 16.048098, -0.6294632
-19.941622, 19.604528, 5.0265923
2.5765266, -7.158905, 15.854006
-19.95746, -19.36428, -5.545615
16.995733, -19.53129, -5.2718
6.3213425, 2.055645, 14.943991
0.6154747, 9.615744, 2.8367767
-8.323988, -7.8961115, -2.2937012
19.626043, -18.776215, -4.625841
17.917696, 16.779516, 6.639065
-12.821102, 10.064285, 10.489088
-20.114454, -8.360237, -2.1413765
-10.047236, 7.064142, 2.2036762
1.0415363, 4.1251755, -18.546213
-9.722445, -7.3607445, -1.772707
-19.69717, -19.08138, -5.1743565
5.6558743, -1.3925991, -15.329731
16.527758, -16.827303, -0.9693394
-4.675831, -4.5112867, -0.87511826
-19.861155, 7.3771477, 2.1396942
8.546335, -9.706566, -2.32061
-6.6503353, -7.5766115, 1.5470428
-6.7896976, 9.743462, 2.5704384
-3.107872, -9.734099, -2.8186111
0.08639908, -3.58568, 0.115758896
-10.003691, 6.125164, 1.7610569
10.733381, 7.8946877, 11.609045
-14.413143, -15.426035, 1.6798801
2.6538086, -0.4776554, -7.9764376
-18.516161, 19.488695, 4.892626
-7.874669, 7.773638, 1.9047451
9.994783, 8.88665, 2.6954613
-9.237581, 9.224863, 1.4525814
5.387413, -4.0864525, -5.5648518
-7.124387, 10.07374, -10.975991
10.200026, 7.9277973, 2.0943298
0.051042557, -1.4457836, 6.204962
-11.969799, 9.608562, 10.721367
0.18804169, -3.0136108E-4, -0.51594734
4.328306, 7.8920937, -14.016817
0.8908272, 3.6647606, -18.631662
14.762419, -13.243268, -8.686591
-7.8305635, 10.998112, -9.235672
3.0691986, 1.7750015, 0.28169632
13.8438015, 15.316446, -2.0846233
-9.951231, -0.5324497, 0.10597801
-8.566358, 8.426165, 0.47310638
8.352663, -7.549718, -3.4118576
-17.650118, -19.040419, -5.339637
5.0244656, -4.913204, -1.3417168
-12.121545, 9.97665, 10.51602
-5.923066, -6.449603, 2.4124584
-19.935036, -6.845989, -2.023264
20.290411, -1.6958523, -0.39627075
-19.85476, -18.849428, -5.068434
-1.7998333, -9.737182, -2.5751457
-10.531828, -12.778702, 6.1488457
2.3940353, -0.59625435, -7.6186075
-1.4364033, -0.77861404, 8.323103
-14.497681, -19.427315, -5.023856
6.2583637, -9.477433, -2.8361816
10.319147, 12.514494, -6.890196
2.4047546, -2.147829, 17.361452
2.1196346, 19.419897, 5.2619476
6.836731, -6.6872463, -1.5624313
8.460838, 5.04298, 13.389425
-0.9047985, -3.0365791, -1.5094414
-20.042683, 2.5332317, 0.77373123
-0.1220665, 0.91163826, -2.378746
14.364168, 15.530157, -1.9519272
1.8620148, -2.285099, 1.897047
-5.7125826, 4.376648, 5.8598347
15.78079, -16.182056, -0.04086113
9.821011, 3.6523933, 1.2224045
13.269487, -14.353177, 3.3673763
-12.816517, -19.523458, -5.0828476
19.89322, 6.1635, 1.7347012
-9.922932, 6.584831, 1.6884937
-20.007135, 12.364317, 3.4023342
2.9107685, -2.0206432, 17.189856
-9.356605, -9.068642, -1.3081951
-6.0700674, 5.7927227, 1.7802258
-13.316383, 14.279623, -3.069458
-9.849243, -9.067394, -2.9104824
-10.881982, -13.005791, 5.562277
0.009002686, 1.0561333, -2.85116
-9.852445, 6.9161053, 12.193762
-6.688366, 2.9520016, 14.401369
14.546644, 12.646425, 9.256401
-5.39316, -6.1596355, 3.415495
-19.215487, -18.272635, -5.975151
14.4752445, -12.036764, -9.240874
-11.686436, -13.174753, 5.423498
-0.22884178, -2.898594, 2.1189728
19.982779, -13.648982, -3.591751
-2.878685, 2.1274376, -0.3435669
-5.6122255, -4.06443, -5.5337095
-7.5924616, -10.227346, 9.935921
20.157999, 2.1994839, 0.6450577
4.940485, -3.0391407, -6.382098
-8.758418, 8.129772, 2.100237
8.891178, -8.7876425, -2.621605
9.853569, 19.37293, 4.9224644
-12.435366, 19.254755, 5.2175617
20.309298, -14.500343, -3.9665146
0.014596939, -1.6313705, 3.2016697
-18.021929, -19.241669, -5.248002
-19.899307, 11.469221, 3.0152988
4.558136, -0.84217834, -16.14193
-2.487976, 4.7101727, -6.218791
-9.360967, 5.876896, 13.083002
-0.9936714, -3.3035545, -0.7331333
19.16199, 18.546396, 3.871992
0.7310467, 0.7198067, -0.09394264
4.9789906, 19.4689, 5.172373
-15.965046, -14.303856, -7.7612743
-9.777837, -3.1486568, -1.0599117
-14.512924, -15.314468, 1.8053284
15.51473, 19.450293, 5.2122345
10.761293, -13.056396, 6.3101044
6.7217636, -7.513158, 1.4215679
-4.8286076, -8.832037, 13.279634
2.855835, -19.450975, -4.876648
3.140646, 7.1859875, -15.304646
20.09339, -18.868748, -5.258273
0.11055565, -2.1913013, 7.249201
-5.454137, 5.5958767, 1.4770412
14.849585, -15.433123, 1.032301
-6.5601826, -9.521699, -2.459198
-0.4273491, -9.584046, -2.6858711
3.0491123, -19.338202, -5.1749964
19.352228, 18.539984, 4.177622
2.2923622, -19.53502, -5.158436
0.83205223, 3.1937752, -8.898568
10.765306, -8.012829, -11.364661
9.822552, 7.2718277, 12.147333
10.104002, -1.0837898, -0.43038177
-6.3470125, -5.28045, -5.055112
8.229296, 8.326967, 0.5209007
16.48421, 16.99169, 0.50354195
-0.32859802, 4.6730824, -19.398924
3.1067257, 0.94685364, -17.063269
-0.95646095, -1.5274086, 8.6729145
-13.247167, -10.873274, -10.360038
-19.763605, -7.169446, -2.0690155
1.622879, 3.4790173, -18.197409
-2.3040237, -4.514636, 6.905901
-0.07367897, -2.0191307, 6.589693
-19.936806, 13.612913, 3.3725834
-0.6038933, -3.0508919, 9.020592
-9.049566, 8.67028, 1.4932327
-6.7457094, -3.5373955, -14.55177
2.1274853, 7.0077076, -16.215145
0.73080826, -1.6391487, 9.051899
6.722851, 6.6866913, 2.0902176
-19.791231, -0.67617035, 0.07746315
-10.192433, 8.091969, 1.8997517
17.224981, -19.358068, -4.8369484
8.463669, 4.8866615, 13.410597
13.416037, 19.453337, 5.3088207
-8.333296, -19.317526, -4.9996166
-0.3121853, -9.414836, -2.3860016
13.53694, 14.339991, -2.9908333
15.183722, -19.060905, -5.199645
13.4494915, -14.412847, 2.7892227
-18.250698, -16.67358, -6.4565296
19.847597, -14.27669, -3.8470058
-8.635557, 5.738203, 12.997679
19.801466, -17.777105, -4.6567793
5.6213703, 5.270645, 1.5574722
2.991703, -4.599704, 6.157465
-18.736496, -18.721922, -3.453825
