1	3.829675818630
2	1.255601492605
3	0.411862870761
4	0.134817227901
5	0.044650885823
6	0.015044057979
7	0.005567661967
8	0.002469284000
9	0.001404730993
10	0.000909977418
11	0.000624638384
12	0.000437408668
13	0.000310278245
14	0.000221991058
15	0.000159979438
16	0.000115984826
17	0.000084525629
18	0.000061876064
19	0.000045473348
20	0.000033534111
21	0.000024805044
22	0.000018398069
23	0.000013679202
24	0.000010192981
25	0.000007610343
26	0.000005692366
27	0.000004264817
28	0.000003200142
29	0.000002404632
30	0.000001809233
31	0.000001362912
32	0.000001027858
33	0.000000775997
34	0.000000586436
35	0.000000443597
36	0.000000335849
37	0.000000254487
38	0.000000192992
39	0.000000146470
40	0.000000111247
41	0.000000084555
42	0.000000064313
43	0.000000048951
44	0.000000037283
45	0.000000028414
46	0.000000021668
47	0.000000016533
48	0.000000012621
49	0.000000009640
