1	0.332773183960
2	0.074073759768
3	0.023176288362
4	0.010205400914
5	0.004870100518
6	0.002793505377
7	0.002110760773
8	0.001485902085
9	0.000884308742
10	0.000429385951
11	0.000211693992
12	0.000117530404
13	0.000073097644
14	0.000049650735
15	0.000030263434
16	0.000016614641
17	0.000008596052
18	0.000004698531
19	0.000002881458
20	0.000001584908
21	0.000000554669
22	0.000000363768
23	0.000000129328
24	0.000000049167
25	0.000000026565
26	0.000000019393
27	0.000000013728
28	0.000000005886
29	0.000000002334
30	0.000000000821
31	0.000000000521
32	0.000000000328
33	0.000000000238
34	0.000000000097
35	0.000000000044
36	0.000000000021
37	0.000000000011
38	0.000000000005
39	0.000000000003
